sex,chest(inch,waist,hip,height,shoes,recommend_mil_top,recommend_mil_pants,recommend_mil_jacket,recommend_inner,recommend_T-shirts,recommend_underpants,recommend_shoes
men,47,40,46,176,270,115-M-178,100-173,115-173,115,115,115,270
men,38,31,39,177,260,95-M-173,75-173,95-173,95,95,95,260
men,41,32,40,190,285,100-M-185,80-185,105-187,100,100,100,285
men,42,34,42,175,265,105-M-173,85-173,105-173,105,105,105,265
men,39,32,40,174,270,95-M-173,80-173,95-173,95,95,100,270
men,41,32,40,180,275,100-M-178,80-178,100-178,100,100,100,275
men,45,34,42,185,285,110-M-185,85-185,115-183,110,110,105,285
men,40,31,39,173,275,100-M-173,75-173,100-173,100,100,95,275
men,46,37,44,180,270,115-M-178,90-178,115-183,115,115,110,270
men,39,31,39,167,265,95-M-168,75-168,95-168,95,95,95,265
men,40,32,40,165,250,100-M-168,80-168,100-168,100,100,100,250
men,43,36,44,178,280,105-M-178,90-178,105-178,105,105,110,280
men,45,34,42,175,275,110-M-173,85-173,115-173,110,110,105,275
men,39,32,40,168,250,95-M-168,80-168,95-168,95,95,100,250
men,41,33,41,185,275,100-M-185,80-185,100-178,100,100,100,275
men,40,33,41,175,275,100-M-173,80-173,100-173,100,100,100,275
men,46,37,44,172,270,115-M-178,90-173,115-173,115,115,110,270
men,52,45,52,173,270,135-M-185,115-178,115-173,125,125,125,270
men,56,46,52,178,285,145-M-185,115-178,115-173,125,125,125,285
men,45,38,45,174,275,110-M-173,95-173,115-173,110,110,110,275
men,48,41,47,182,275,125-M-185,100-178,115-183,120,120,115,275
men,39,31,39,168,260,95-M-168,75-168,95-168,95,95,95,260
men,40,32,40,170,270,100-M-168,80-168,100-168,100,100,100,270
men,43,34,42,171,265,105-M-173,85-173,105-173,105,105,105,265
men,45,35,43,165,265,110-M-173,85-168,115-173,110,110,105,265
men,48,41,46,175,280,120-M-178,100-173,115-173,120,120,115,280
men,39,31,39,175,260,95-M-173,75-173,95-173,95,95,95,260
men,49,37,45,180,285,125-M-185,90-178,115-183,120,120,110,285
men,41,37,44,167,270,100-M-168,90-168,100-168,100,100,110,270
men,44,34,42,176,280,110-M-173,85-173,115-173,110,110,105,280
men,40,32,40,168,265,100-M-168,80-168,100-168,100,100,100,265
men,45,38,45,170,285,110-M-173,95-173,115-173,110,110,110,285
men,38,31,39,165,265,95-M-168,75-168,95-168,95,95,95,265
men,47,38,45,184,290,115-M-178,95-178,115-183,115,115,110,290
men,48,38,44,171,275,120-M-178,95-173,115-173,120,120,110,275
men,41,34,42,180,265,100-M-178,85-178,100-178,100,100,105,265
men,39,31,39,163,260,95-M-168,75-168,95-168,95,95,95,260
men,44,36,44,169,270,110-M-173,90-168,115-173,110,110,110,270
men,40,35,42,173,270,100-M-173,85-173,100-173,100,100,105,270
men,42,36,44,172,275,105-M-173,90-173,105-173,105,105,110,275
men,37,28,39,177,280,90-M-173,75-173,95-173,90,90,95,280
men,42,36,43,180,280,105-M-178,90-178,105-178,105,105,105,280
men,38,31,39,183,280,95-M-178,75-178,95-178,95,95,95,280
men,39,28,38,173,275,95-M-173,70-173,95-173,95,95,95,275
men,46,36,44,177,285,115-M-178,90-173,115-173,115,115,110,285
men,43,33,41,176,265,105-M-173,80-173,105-173,105,105,100,265
men,42,35,43,178,260,105-M-178,85-178,105-178,105,105,105,260
men,38,30,39,171,275,95-M-173,75-173,95-173,95,95,95,275
men,47,42,47,171,270,115-M-178,105-178,115-173,115,115,115,270
men,37,29,38,168,260,90-M-168,70-173,90-168,90,90,95,260
men,45,37,45,174,280,110-M-173,90-173,115-173,110,110,110,280
men,42,38,45,177,265,105-M-173,95-173,105-173,105,105,110,265
men,43,38,44,182,285,105-M-178,95-178,105-178,105,105,110,285
men,39,31,41,171,275,95-M-173,75-173,95-173,95,95,100,275
men,40,34,42,174,270,100-M-173,85-173,100-173,100,100,105,270
men,38,30,39,180,275,95-M-178,75-178,95-178,95,95,95,275
men,42,33,41,179,270,105-M-178,80-178,105-178,105,105,100,270
men,39,33,41,172,260,95-M-173,80-173,95-173,95,95,100,260
men,43,31,41,181,295,105-M-178,75-178,105-178,105,105,100,295
men,39,33,41,173,265,95-M-173,80-173,95-173,95,95,100,265
men,40,34,41,177,275,100-M-173,85-173,100-173,100,100,100,275
men,40,32,40,174,270,100-M-173,80-173,100-173,100,100,100,270
men,45,39,44,181,290,110-M-178,95-178,115-183,110,110,110,290
men,45,37,45,165,270,110-M-173,90-168,115-173,110,110,110,270
men,47,40,46,168,265,115-M-178,100-173,115-173,115,115,115,265
men,40,32,41,177,280,100-M-173,80-173,100-173,100,100,100,280
men,40,33,41,168,265,100-M-168,80-168,100-168,100,100,100,265
men,37,31,40,163,265,90-M-168,75-168,90-168,90,90,100,265
men,40,34,43,175,270,100-M-173,85-173,100-173,100,100,105,270
men,43,36,45,175,270,105-M-173,90-173,105-173,105,105,110,270
men,37,31,41,175,275,90-M-173,75-173,90-173,90,90,100,275
men,43,35,41,172,275,105-M-173,85-173,105-173,105,105,100,275
men,40,32,41,181,275,100-M-178,80-178,100-178,100,100,100,275
men,35,30,39,173,270,90-M-173,75-173,90-173,90,90,95,270
men,38,30,39,167,265,95-M-168,75-168,95-168,95,95,95,265
men,43,35,43,176,265,105-M-173,85-173,105-173,105,105,105,265
men,41,35,41,174,270,100-M-173,85-173,100-173,100,100,100,270
men,39,32,41,170,270,95-M-168,80-168,95-168,95,95,100,270
men,38,32,41,175,275,95-M-173,80-173,95-173,95,95,100,275
men,38,31,41,175,275,95-M-173,75-173,95-173,95,95,100,275
men,39,32,40,178,275,95-M-178,80-178,95-178,95,95,100,275
men,38,31,41,168,260,95-M-168,75-168,95-168,95,95,100,260
men,40,33,41,172,270,100-M-173,80-173,100-173,100,100,100,270
men,38,31,40,167,250,95-M-168,75-168,95-168,95,95,100,250
men,36,30,39,181,280,90-M-178,75-178,95-178,90,90,95,280
men,37,30,40,172,275,90-M-173,75-173,90-173,90,90,100,275
men,39,31,39,177,270,95-M-173,75-173,95-173,95,95,95,270
men,41,33,41,178,285,100-M-178,80-178,100-178,100,100,100,285
men,42,33,41,172,260,105-M-173,80-173,105-173,105,105,100,260
men,41,34,42,168,260,100-M-168,85-168,100-168,100,100,105,260
men,37,31,40,178,280,90-M-178,75-178,95-178,90,90,100,280
men,38,30,40,180,275,95-M-178,75-178,95-178,95,95,100,275
men,42,33,41,181,280,105-M-178,80-178,105-178,105,105,100,280
men,43,37,43,174,270,105-M-173,90-173,105-173,105,105,105,270
men,42,35,41,171,275,105-M-173,85-173,105-173,105,105,100,275
men,42,35,43,179,275,105-M-178,85-178,105-178,105,105,105,275
men,39,32,41,173,270,95-M-173,80-173,95-173,95,95,100,270
men,43,33,41,173,270,105-M-173,80-173,105-173,105,105,100,270
men,38,31,39,172,275,95-M-173,75-173,95-173,95,95,95,275
men,42,34,42,175,280,105-M-173,85-173,105-173,105,105,105,280
men,41,33,41,178,275,100-M-178,80-178,100-178,100,100,100,275
men,43,34,42,172,270,105-M-173,85-173,105-173,105,105,105,270
men,42,33,41,178,265,105-M-178,80-178,105-178,105,105,100,265
men,40,33,41,171,265,100-M-173,80-173,100-173,100,100,100,265
men,40,33,41,177,270,100-M-173,80-173,100-173,100,100,100,270
men,38,31,39,168,260,95-M-168,75-168,95-168,95,95,95,260
men,38,30,38,166,270,95-M-168,75-168,95-168,95,95,95,270
men,47,37,44,185,280,115-M-185,90-185,115-183,115,115,110,280
men,38,31,39,170,260,95-M-168,75-168,95-168,95,95,95,260
men,39,32,40,171,275,95-M-173,80-173,95-173,95,95,100,275
men,52,45,50,175,270,135-M-185,115-178,115-173,125,125,125,270
men,48,42,47,175,270,120-M-178,105-178,115-173,120,120,115,270
men,41,32,40,177,270,100-M-173,80-173,100-173,100,100,100,270
men,43,34,42,178,280,105-M-178,85-178,105-178,105,105,105,280
men,37,29,37,165,260,90-M-168,70-173,90-168,90,90,90,260
men,43,35,43,173,285,105-M-173,85-173,105-173,105,105,105,285
men,44,37,45,178,280,110-M-178,90-178,115-173,110,110,110,280
men,51,44,49,188,280,125-M-185,110-185,115-183,125,125,120,280
men,38,30,38,169,270,95-M-168,75-168,95-168,95,95,95,270
men,43,34,42,179,285,105-M-178,85-178,105-178,105,105,105,285
men,37,33,41,171,275,90-M-173,80-173,90-173,90,90,100,275
men,36,31,40,168,270,90-M-168,75-168,90-168,90,90,100,270
men,35,30,38,164,260,90-M-168,75-168,90-168,90,90,95,260
men,36,30,39,170,265,90-M-168,75-168,90-168,90,90,95,265
men,36,32,41,180,280,90-M-178,80-178,95-178,90,90,100,280
men,41,34,43,180,275,100-M-178,85-178,100-178,100,100,105,275
men,35,29,38,173,275,90-M-173,70-173,90-173,90,90,95,275
men,38,35,41,170,270,95-M-168,85-168,95-168,95,95,100,270
men,38,32,39,181,275,95-M-178,80-178,95-178,95,95,95,275
men,41,37,45,181,285,100-M-178,90-178,100-178,100,100,110,285
men,38,33,41,182,270,95-M-178,80-178,95-178,95,95,100,270
men,36,32,40,175,270,90-M-173,80-173,90-173,90,90,100,270
men,39,34,43,175,270,95-M-173,85-173,95-173,95,95,105,270
men,35,30,38,175,270,90-M-173,75-173,90-173,90,90,95,270
men,41,37,43,172,275,100-M-173,90-173,100-173,100,100,105,275
men,37,31,40,175,265,90-M-173,75-173,90-173,90,90,100,265
men,37,32,40,172,270,90-M-173,80-173,90-173,90,90,100,270
men,38,33,41,178,275,95-M-178,80-178,95-178,95,95,100,275
men,36,30,39,172,265,90-M-173,75-173,90-173,90,90,95,265
men,42,37,45,174,285,105-M-173,90-173,105-173,105,105,110,285
men,38,31,40,178,275,95-M-178,75-178,95-178,95,95,100,275
men,40,32,40,173,265,100-M-173,80-173,100-173,100,100,100,265
men,44,39,44,175,285,110-M-173,95-173,115-173,110,110,110,285
men,35,29,37,170,250,90-M-168,70-173,90-168,90,90,90,250
men,39,35,41,173,275,95-M-173,85-173,95-173,95,95,100,275
men,36,30,38,175,265,90-M-173,75-173,90-173,90,90,95,265
men,50,45,51,175,295,125-M-185,115-178,115-173,125,125,125,295
men,40,36,44,181,285,100-M-178,90-178,100-178,100,100,110,285
men,39,34,42,178,270,95-M-178,85-178,95-178,95,95,105,270
men,37,33,41,176,275,90-M-173,80-173,95-173,90,90,100,275
men,41,37,45,180,275,100-M-178,90-178,100-178,100,100,110,275
men,37,33,41,171,275,90-M-173,80-173,90-173,90,90,100,275
men,40,33,40,187,290,100-M-185,80-185,105-187,100,100,100,290
men,42,38,45,173,275,105-M-173,95-173,105-173,105,105,110,275
men,41,34,43,168,280,100-M-168,85-168,100-168,100,100,105,280
men,51,45,50,184,280,125-M-185,120-185,115-183,125,125,125,280
men,40,35,41,180,275,100-M-178,85-178,100-178,100,100,100,275
men,39,34,43,170,265,95-M-168,85-168,95-168,95,95,105,265
men,36,32,40,171,260,90-M-173,80-173,90-173,90,90,100,260
men,39,32,41,174,265,95-M-173,80-173,95-173,95,95,100,265
men,41,33,41,181,275,100-M-178,80-178,100-178,100,100,100,275
men,41,34,41,173,255,100-M-173,85-173,100-173,100,100,100,255
men,38,33,41,176,270,95-M-173,80-173,95-173,95,95,100,270
men,39,32,41,170,265,95-M-168,80-168,95-168,95,95,100,265
men,41,34,41,176,280,100-M-173,85-173,100-173,100,100,100,280
men,49,43,48,169,270,125-M-185,110-185,115-173,120,120,120,270
men,45,41,46,175,265,110-M-173,100-173,115-173,110,110,115,265
men,39,33,41,177,275,95-M-173,80-173,95-173,95,95,100,275
men,41,35,41,173,275,100-M-173,85-173,100-173,100,100,100,275
men,48,42,47,173,285,120-M-178,105-178,115-173,120,120,115,285
men,40,34,41,176,275,100-M-173,85-173,100-173,100,100,100,275
men,41,34,43,174,285,100-M-173,85-173,100-173,100,100,105,285
men,41,32,41,180,280,100-M-178,80-178,100-178,100,100,100,280
men,44,37,43,176,275,110-M-173,90-173,115-173,110,110,105,275
men,41,34,43,179,285,100-M-178,85-178,100-178,100,100,105,285
men,38,32,41,170,270,95-M-168,80-168,95-168,95,95,100,270
men,45,37,43,175,270,110-M-173,90-173,115-173,110,110,105,270
men,45,37,43,183,290,110-M-178,90-178,115-183,110,110,105,290
men,42,35,43,169,275,105-M-168,85-168,105-173,105,105,105,275
men,42,35,41,177,280,105-M-173,85-173,105-173,105,105,100,280
men,39,34,43,174,265,95-M-173,85-173,95-173,95,95,105,265
men,46,39,44,182,290,115-M-178,95-178,115-183,115,115,110,290
men,46,40,46,170,270,115-M-178,100-173,115-173,115,115,115,270
men,37,32,39,164,265,90-M-168,80-168,90-168,90,90,95,265
men,44,37,43,177,280,110-M-173,90-173,115-173,110,110,105,280
men,41,33,41,180,270,100-M-178,80-178,100-178,100,100,100,270
men,45,39,45,180,280,110-M-178,95-178,115-183,110,110,110,280
men,40,34,42,175,275,100-M-173,85-173,100-173,100,100,105,275
men,44,39,44,177,285,110-M-173,95-173,115-173,110,110,110,285
men,40,33,41,176,275,100-M-173,80-173,100-173,100,100,100,275
men,44,34,41,178,275,110-M-178,85-178,115-173,110,110,100,275
men,41,34,41,169,270,100-M-168,85-168,100-168,100,100,100,270
men,45,40,47,174,275,110-M-173,100-173,115-173,110,110,115,275
men,38,32,41,171,265,95-M-173,80-173,95-173,95,95,100,265
men,40,33,41,179,270,100-M-178,80-178,100-178,100,100,100,270
men,37,30,39,172,265,90-M-173,75-173,90-173,90,90,95,265
men,38,33,41,170,280,95-M-168,80-168,95-168,95,95,100,280
men,38,31,41,184,280,95-M-178,75-178,95-178,95,95,100,280
men,39,31,41,175,270,95-M-173,75-173,95-173,95,95,100,270
men,38,32,40,170,270,95-M-168,80-168,95-168,95,95,100,270
men,45,40,46,182,285,110-M-178,100-178,115-183,110,110,115,285
men,39,34,41,180,275,95-M-178,85-178,95-178,95,95,100,275
men,39,31,41,179,285,95-M-178,75-178,95-178,95,95,100,285
men,41,34,41,173,275,100-M-173,85-173,100-173,100,100,100,275
men,41,35,41,184,260,100-M-178,85-178,100-178,100,100,100,260
men,39,32,41,176,265,95-M-173,80-173,95-173,95,95,100,265
men,37,31,40,175,275,90-M-173,75-173,90-173,90,90,100,275
men,39,32,41,174,275,95-M-173,80-173,95-173,95,95,100,275
men,38,31,41,175,270,95-M-173,75-173,95-173,95,95,100,270
men,37,31,41,178,270,90-M-178,75-178,95-178,90,90,100,270
men,42,35,43,171,265,105-M-173,85-173,105-173,105,105,105,265
men,43,37,44,176,275,105-M-173,90-173,105-173,105,105,110,275
men,39,32,40,170,265,95-M-168,80-168,95-168,95,95,100,265
men,43,37,43,173,275,105-M-173,90-173,105-173,105,105,105,275
men,40,32,41,168,270,100-M-168,80-168,100-168,100,100,100,270
men,40,35,41,177,275,100-M-173,85-173,100-173,100,100,100,275
men,42,34,41,168,265,105-M-168,85-168,105-173,105,105,100,265
men,38,31,40,178,265,95-M-178,75-178,95-178,95,95,100,265
men,43,37,44,170,275,105-M-168,90-168,105-173,105,105,110,275
men,37,30,40,170,260,90-M-168,75-168,90-168,90,90,100,260
men,39,32,41,171,270,95-M-173,80-173,95-173,95,95,100,270
men,37,30,39,170,265,90-M-168,75-168,90-168,90,90,95,265
men,36,32,41,168,260,90-M-168,80-168,90-168,90,90,100,260
men,43,39,44,183,280,105-M-178,95-178,105-178,105,105,110,280
men,37,32,40,177,270,90-M-173,80-173,95-173,90,90,100,270
men,37,32,41,176,275,90-M-173,80-173,95-173,90,90,100,275
men,36,32,40,167,265,90-M-168,80-168,90-168,90,90,100,265
men,35,31,37,164,270,90-M-168,75-168,90-168,90,90,90,270
men,39,34,42,173,270,95-M-173,85-173,95-173,95,95,105,270
men,41,37,43,177,280,100-M-173,90-173,100-173,100,100,105,280
men,41,35,41,184,275,100-M-178,85-178,100-178,100,100,100,275
men,40,36,43,165,260,100-M-168,90-168,100-168,100,100,105,260
men,39,34,43,183,280,95-M-178,85-178,95-178,95,95,105,280
men,36,31,40,170,265,90-M-168,75-168,90-168,90,90,100,265
men,44,39,45,174,275,110-M-173,95-173,115-173,110,110,110,275
men,40,35,41,182,270,100-M-178,85-178,100-178,100,100,100,270
men,35,32,40,172,265,90-M-173,80-173,90-173,90,90,100,265
men,38,31,39,174,275,95-M-173,75-173,95-173,95,95,95,275
men,37,32,41,168,260,90-M-168,80-168,90-168,90,90,100,260
men,38,35,43,172,275,95-M-173,85-173,95-173,95,95,105,275
men,45,39,44,184,295,110-M-178,95-178,115-183,110,110,110,295
men,40,35,41,179,275,100-M-178,85-178,100-178,100,100,100,275
men,36,31,40,173,275,90-M-173,75-173,90-173,90,90,100,275
men,40,33,41,172,270,100-M-173,80-173,100-173,100,100,100,270
men,38,33,41,179,275,95-M-178,80-178,95-178,95,95,100,275
men,42,38,45,167,265,105-M-168,95-173,105-173,105,105,110,265
men,37,33,41,182,280,90-M-178,80-178,95-178,90,90,100,280
men,39,33,41,165,265,95-M-168,80-168,95-168,95,95,100,265
men,46,42,48,172,270,115-M-178,105-178,115-173,115,115,120,270
men,44,39,45,171,275,110-M-173,95-173,115-173,110,110,110,275
men,42,36,44,170,270,105-M-168,90-168,105-173,105,105,110,270
men,40,37,43,180,290,100-M-178,90-178,100-178,100,100,105,290
men,43,38,44,172,270,105-M-173,95-173,105-173,105,105,110,270
men,39,33,41,180,280,95-M-178,80-178,95-178,95,95,100,280
men,43,38,45,169,255,105-M-168,95-173,105-173,105,105,110,255
men,45,40,47,175,275,110-M-173,100-173,115-173,110,110,115,275
men,39,32,40,182,275,95-M-178,80-178,95-178,95,95,100,275
men,39,31,39,178,270,95-M-178,75-178,95-178,95,95,95,270
men,40,33,41,178,270,100-M-178,80-178,100-178,100,100,100,270
men,41,32,40,172,255,100-M-173,80-173,100-173,100,100,100,255
men,47,40,46,183,280,115-M-178,100-178,115-183,115,115,115,280
men,43,36,44,177,275,105-M-173,90-173,105-173,105,105,110,275
men,40,33,41,175,280,100-M-173,80-173,100-173,100,100,100,280
men,47,38,45,175,275,115-M-178,95-173,115-173,115,115,110,275
men,44,38,45,170,270,110-M-173,95-173,115-173,110,110,110,270
men,40,34,42,171,260,100-M-173,85-173,100-173,100,100,105,260
men,41,35,43,173,280,100-M-173,85-173,100-173,100,100,105,280
men,55,48,52,182,295,135-M-185,120-185,115-183,125,125,125,295
men,39,32,40,176,275,95-M-173,80-173,95-173,95,95,100,275
men,49,41,46,183,270,125-M-185,100-178,115-183,120,120,115,270
men,41,33,41,181,270,100-M-178,80-178,100-178,100,100,100,270
men,45,37,44,183,285,110-M-178,90-178,115-183,110,110,110,285
men,50,40,46,178,270,125-M-185,100-178,115-173,125,125,115,270
men,42,34,42,180,270,105-M-178,85-178,105-178,105,105,105,270
men,47,38,45,186,305,115-M-185,95-185,115-183,115,115,110,305
men,41,33,41,170,270,100-M-168,80-168,100-168,100,100,100,270
men,45,37,44,172,260,110-M-173,90-173,115-173,110,110,110,260
men,47,39,45,183,300,115-M-178,95-178,115-183,115,115,110,300
men,49,46,54,171,275,125-M-185,115-178,115-173,120,120,125,275
men,41,36,44,174,285,100-M-173,90-173,100-173,100,100,110,285
men,40,33,41,172,275,100-M-173,80-173,100-173,100,100,100,275
men,38,31,41,180,285,95-M-178,75-178,95-178,95,95,100,285
men,39,31,41,169,260,95-M-168,75-168,95-168,95,95,100,260
men,37,31,41,178,275,90-M-178,75-178,95-178,90,90,100,275
men,46,41,46,178,280,115-M-178,100-178,115-173,115,115,115,280
men,43,39,44,170,270,105-M-168,95-173,105-173,105,105,110,270
men,41,32,41,174,265,100-M-173,80-173,100-173,100,100,100,265
men,48,43,47,177,265,120-M-178,110-185,115-173,120,120,115,265
men,47,41,46,170,260,115-M-178,100-173,115-173,115,115,115,260
men,40,34,43,172,270,100-M-173,85-173,100-173,100,100,105,270
men,40,34,41,182,275,100-M-178,85-178,100-178,100,100,100,275
men,41,33,41,177,270,100-M-173,80-173,100-173,100,100,100,270
men,36,29,38,165,270,90-M-168,70-173,90-168,90,90,95,270
men,41,35,43,169,265,100-M-168,85-168,100-168,100,100,105,265
men,43,37,43,181,280,105-M-178,90-178,105-178,105,105,105,280
men,44,38,45,184,285,110-M-178,95-178,115-183,110,110,110,285
men,42,33,41,175,275,105-M-173,80-173,105-173,105,105,100,275
men,44,35,41,180,280,110-M-178,85-178,115-183,110,110,100,280
men,39,32,41,181,260,95-M-178,80-178,95-178,95,95,100,260
men,37,30,39,171,275,90-M-173,75-173,90-173,90,90,95,275
men,49,40,47,173,280,125-M-185,100-173,115-173,120,120,115,280
men,38,31,40,162,250,95-M-168,75-168,95-168,95,95,100,250
men,37,31,41,175,275,90-M-173,75-173,90-173,90,90,100,275
men,38,32,41,167,260,95-M-168,80-168,95-168,95,95,100,260
men,40,31,40,178,275,100-M-178,75-178,100-178,100,100,100,275
men,43,32,41,169,255,105-M-168,80-168,105-173,105,105,100,255
men,41,33,41,163,265,100-M-168,80-168,100-168,100,100,100,265
men,41,33,41,178,270,100-M-178,80-178,100-178,100,100,100,270
men,39,30,40,170,265,95-M-168,75-168,95-168,95,95,100,265
men,41,32,41,173,270,100-M-173,80-173,100-173,100,100,100,270
men,38,30,40,183,280,95-M-178,75-178,95-178,95,95,100,280
men,38,31,40,175,260,95-M-173,75-173,95-173,95,95,100,260
men,42,35,41,172,260,105-M-173,85-173,105-173,105,105,100,260
men,49,43,50,175,290,125-M-185,110-185,115-173,120,120,125,290
men,43,32,41,175,275,105-M-173,80-173,105-173,105,105,100,275
men,47,40,46,181,280,115-M-178,100-178,115-183,115,115,115,280
men,37,31,40,174,260,90-M-173,75-173,90-173,90,90,100,260
men,37,32,40,168,265,90-M-168,80-168,90-168,90,90,100,265
men,42,32,40,177,265,105-M-173,80-173,105-173,105,105,100,265
men,40,34,42,170,265,100-M-168,85-168,100-168,100,100,105,265
men,38,32,40,170,270,95-M-168,80-168,95-168,95,95,100,270
men,37,28,37,165,260,90-M-168,70-173,90-168,90,90,90,260
men,47,39,45,178,280,115-M-178,95-178,115-173,115,115,110,280
men,41,31,39,173,270,100-M-173,75-173,100-173,100,100,95,270
men,42,35,42,172,260,105-M-173,85-173,105-173,105,105,105,260
men,38,35,42,174,275,95-M-173,85-173,95-173,95,95,105,275
men,39,31,39,165,260,95-M-168,75-168,95-168,95,95,95,260
men,39,33,41,173,270,95-M-173,80-173,95-173,95,95,100,270
men,45,33,41,170,270,110-M-173,80-168,115-173,110,110,100,270
men,41,34,42,180,280,100-M-178,85-178,100-178,100,100,105,280
men,37,30,39,171,270,90-M-173,75-173,90-173,90,90,95,270
men,39,34,42,180,270,95-M-178,85-178,95-178,95,95,105,270
men,45,40,46,182,290,110-M-178,100-178,115-183,110,110,115,290
men,39,32,40,163,260,95-M-168,80-168,95-168,95,95,100,260
men,43,38,45,173,265,105-M-173,95-173,105-173,105,105,110,265
men,42,35,43,178,270,105-M-178,85-178,105-178,105,105,105,270
men,45,40,46,180,270,110-M-178,100-178,115-183,110,110,115,270
men,46,40,46,181,285,115-M-178,100-178,115-183,115,115,115,285
men,35,30,39,173,275,90-M-173,75-173,90-173,90,90,95,275
men,39,35,41,176,270,95-M-173,85-173,95-173,95,95,100,270
men,41,33,41,172,275,100-M-173,80-173,100-173,100,100,100,275
men,38,32,40,175,280,95-M-173,80-173,95-173,95,95,100,280
men,36,31,39,182,280,90-M-178,75-178,95-178,90,90,95,280
men,41,33,41,176,260,100-M-173,80-173,100-173,100,100,100,260
men,39,35,43,170,265,95-M-168,85-168,95-168,95,95,105,265
men,40,35,43,187,285,100-M-185,85-185,105-187,100,100,105,285
men,37,31,40,171,275,90-M-173,75-173,90-173,90,90,100,275
men,40,33,41,177,275,100-M-173,80-173,100-173,100,100,100,275
men,41,35,43,176,275,100-M-173,85-173,100-173,100,100,105,275
men,36,31,38,172,265,90-M-173,75-173,90-173,90,90,95,265
men,39,35,43,175,270,95-M-173,85-173,95-173,95,95,105,270
men,39,33,40,182,290,95-M-178,80-178,95-178,95,95,100,290
men,38,32,41,175,290,95-M-173,80-173,95-173,95,95,100,290
men,38,33,40,175,265,95-M-173,80-173,95-173,95,95,100,265
men,39,34,42,179,275,95-M-178,85-178,95-178,95,95,105,275
men,39,33,41,172,265,95-M-173,80-173,95-173,95,95,100,265
men,35,30,38,175,275,90-M-173,75-173,90-173,90,90,95,275
men,41,34,43,178,275,100-M-178,85-178,100-178,100,100,105,275
men,45,41,46,170,270,110-M-173,100-173,115-173,110,110,115,270
men,36,30,39,171,260,90-M-173,75-173,90-173,90,90,95,260
men,46,41,47,176,280,115-M-178,100-173,115-173,115,115,115,280
men,39,35,41,178,275,95-M-178,85-178,95-178,95,95,100,275
men,41,36,45,178,270,100-M-178,90-178,100-178,100,100,110,270
men,38,32,40,168,260,95-M-168,80-168,95-168,95,95,100,260
men,38,31,40,173,275,95-M-173,75-173,95-173,95,95,100,275
men,42,35,43,179,265,105-M-178,85-178,105-178,105,105,105,265
men,47,38,45,175,285,115-M-178,95-173,115-173,115,115,110,285
men,45,37,45,180,280,110-M-178,90-178,115-183,110,110,110,280
men,40,33,41,175,265,100-M-173,80-173,100-173,100,100,100,265
men,49,40,46,176,275,125-M-185,100-173,115-173,120,120,115,275
men,41,34,42,180,275,100-M-178,85-178,100-178,100,100,105,275
men,45,36,44,168,275,110-M-173,90-168,115-173,110,110,110,275
men,39,30,38,170,265,95-M-168,75-168,95-168,95,95,95,265
men,38,32,41,172,260,95-M-173,80-173,95-173,95,95,100,260
men,40,33,41,179,280,100-M-178,80-178,100-178,100,100,100,280
men,40,32,41,168,260,100-M-168,80-168,100-168,100,100,100,260
men,36,30,40,173,265,90-M-173,75-173,90-173,90,90,100,265
men,41,35,41,180,280,100-M-178,85-178,100-178,100,100,100,280
men,42,33,41,174,275,105-M-173,80-173,105-173,105,105,100,275
men,39,34,41,170,260,95-M-168,85-168,95-168,95,95,100,260
men,38,30,40,169,270,95-M-168,75-168,95-168,95,95,100,270
men,39,32,41,182,280,95-M-178,80-178,95-178,95,95,100,280
men,43,33,41,175,275,105-M-173,80-173,105-173,105,105,100,275
men,44,36,44,177,290,110-M-173,90-173,115-173,110,110,110,290
men,42,35,42,165,265,105-M-168,85-168,105-173,105,105,105,265
men,40,34,43,172,270,100-M-173,85-173,100-173,100,100,105,270
men,37,35,42,172,260,90-M-173,85-173,90-173,90,90,105,260
men,40,32,40,178,275,100-M-178,80-178,100-178,100,100,100,275
men,38,28,37,170,255,95-M-168,70-173,95-168,95,95,90,255
men,47,38,44,168,260,115-M-178,95-173,115-173,115,115,110,260
men,39,32,40,173,275,95-M-173,80-173,95-173,95,95,100,275
men,39,31,39,168,265,95-M-168,75-168,95-168,95,95,95,265
men,51,41,47,180,300,125-M-185,100-178,115-183,125,125,115,300
men,35,30,39,165,265,90-M-168,75-168,90-168,90,90,95,265
men,35,30,39,166,250,90-M-168,75-168,90-168,90,90,95,250
men,40,35,43,176,275,100-M-173,85-173,100-173,100,100,105,275
men,36,31,40,175,275,90-M-173,75-173,90-173,90,90,100,275
men,49,41,47,175,275,120-M-178,100-173,115-173,120,120,115,275
men,45,37,44,179,275,110-M-178,90-178,115-173,110,110,110,275
men,39,33,41,176,275,95-M-173,80-173,95-173,95,95,100,275
men,37,32,39,168,265,90-M-168,80-168,90-168,90,90,95,265
men,45,40,46,167,265,110-M-173,100-173,115-173,110,110,115,265
men,51,46,52,194,300,125-M-185,120-185,115-183,125,125,125,300
men,46,37,45,176,275,115-M-178,90-173,115-173,115,115,110,275
men,45,33,41,173,265,110-M-173,80-173,115-173,110,110,100,265
men,43,35,43,170,255,105-M-168,85-168,105-173,105,105,105,255
men,47,41,46,178,280,115-M-178,100-178,115-173,115,115,115,280
men,44,39,45,175,265,110-M-173,95-173,115-173,110,110,110,265
men,40,35,43,172,265,100-M-173,85-173,100-173,100,100,105,265
